Green Bond ISIN,Green Bond Name,Trucost Issuer ID, Issuer Name,Issuer GICS Sector / Category,Issuer Country of Origin,Issue Date,Creation Date,Latest Analysis Date,Nominal Amount,Currency,USD Reported Currency Exchange Rate,Maturity Date,Coupon (%),Labelling,Africa (% of UOP),Asia (% of UOP),Europe (% of UOP),North America (% of UOP),Oceania (% of UOP),South America (% of UOP),Undisclosed region (% of UOP),CBI Category,CBI - Green Proceeds (% of UOP),CBI - Renewable Electricity and Heat Production (% of UOP),CBI - Other Electricity and Heat Production (% of UOP),CBI - Nuclear Energy (%UOP),"CBI -  Transmission, distribution & storage (% of UOP)",CBI -  Transport (% of UOP),CBI -  Water (% of UOP),CBI -  Buildings (% of UOP),CBI -  Land Use and Marine Resources (% of UOP),CBI -  Industry (% of UOP),CBI -  Waste (% of UOP),CBI -  ICT (% of UOP),CBI - Others Green (% of UOP),CBI - Undisclosed/Not disbursed proceeds (% of UOP),CBI - Proceeds that are Not Green (% of UOP),Wind Energy (% of UOP),Solar Energy (% of UOP),Hydro Energy (% of UOP),Geothermal Energy (% of UOP),Wave/Tidal Energy (% of UOP),Cogeneration Energy (% of UOP),Bioenergy (% of UOP),Residential Buildings (% of UOP),Commercial Buildings (% of UOP),Energy Efficient Products (% of UOP),Industrial Efficiencies (% of UOP),National Rail (% of UOP),Urban Rail (% of UOP),Public Road Transport (% of UOP),Private Road Transport (% of UOP),Social (% of UOP),Total (GWh),Total Area (m2),Total Passenger (km),Total Energy savings (MWh),CBI - Renewable Electricity and Heat Production (GWh),CBI - Area (m2),CBI - Passenger (km),CBI - Energy savings (MWh),Annual Construction & Disposal emissions (tCO2e),Annual Operational emissions (tCO2e),Lifetime Construction & Disposal emissions (tCO2e),Lifetime Operational emissions (tCO2e),Lifetime emission intensity (tCO2e per GWh),Lifetime emission intensity (tCO2e per Area m2),Lifetime emission intensity (tCO2e per passenger km),Lifetime emission intensity (tCO2e per energy savings MWh),SDG 13 (13.2) Calculated Avoided Emissions Intensity (tCO2e/USD million invested),SDG 13 (13.2) Calculated Avoided Emissions Attributable to the bond (tCO2e),Use of Proceeds Covered by Calculated Avoided Emissions (%),SDG 13 (13.2) Disclosed Avoided Emissions Intensity (tCO2e/USD million invested),SDG 13 (13.2) Disclosed Avoided Emissions (tCO2e),Use of Proceeds Covered by Disclosed Avoided Emissions (%),Calculated Avoided Emissions - Confidence Level,Issuer Score,Impact Score,Use of Proceeds Covered by Impact Score (%),Overall Governance Score,Governance/UOP Score (%),Governance/Process Score (%),Governance/Management Score (%),Governance/Reporting Score (%),Sources
DE0001030732,0% BDS 15/08/2031 EUR0.01,NA,Germany,Sovereign,Germany,10/9/2021,10/5/2022,10/5/2022,3500,EUR,1.12,15-08-31,0,No sufficient information,0,0,100,0,0,0,0,Undisclosed/Not disbursed proceeds,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,20,100%,57,0,100,100,29,https://www.deutsche-finanzagentur.de/fileadmin/user_upload/institutionelle-investoren/pdf/Green_Bond_Investor_Presentation_2021.pdf; https://www.deutsche-finanzagentur.de/fileadmin/user_upload/pressemeldungen/en/2021/2021-09-08_PN_10y_green_Bund_en.pdf; https://www.deutsche-finanzagentur.de/fileadmin/user_upload/institutionelle-investoren/pdf/Green_Bond_Investor_Presentation_2021_II.pdf; https://www.deutsche-finanzagentur.de/fileadmin/user_upload/institutionelle-investoren/pdf/GreenBondFramework.pdf
XS2233088132,0.125% SNR NTS 24/02/2031 EUR100000'REGS,NA,Hamburger Hochbahn AG,Industrials,Germany,24-02-21,4/5/2022,4/5/2022,500,EUR,1.15,24-02-31,0.13,Green,0,0,100,0,0,0,0,Transport,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,100%,80,75,100,100,43,https://www.hochbahn.de/resource/blob/6310/08b32e5d04ca87c073bec340a2cf1cbe/fitch-pressemitteilung-data.pdf; https://www.bourse.lu/download/dl?v=zLintf1HnP6a6YyJGTBr8NIv6mottValBwrhvW31sB5gaXDZr31Cq0YmmCfw+N8XFIJzc/Ao5i81eHuJNn+aA6wJGoGU5exx1xYKWQYpoe8+42JD6mIFfzwPrBVHTmtx; https://www.hochbahn.de/resource/blob/6306/ce3b518f53ced82b2fdc712168612878/green-bond-framework-data.pdf
XS1733877762,3.835% SNR NTS 13/12/2027 USD200000'REGS,240195,Indian Railway Finance Corporation Limited,Financials,India,13-12-17,21-04-22,21-04-22,500,USD,1,13-12-27,3.84,Green,0,100,0,0,0,0,0,Transport,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,NA,NA,13143251492,NA,NA,NA,13143251492,NA,1771,146500,17714,1465004,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,100%,93,100,100,100,71,https://www.climatebonds.net/files/files/IRFC%20ClimateBondReport2019.pdf; https://www.climatebonds.net/certification/indian-railway-finance-corporation
XS1691909177,2.875% SNR MTN 12/10/2022 USD200000 '21',51620,"Industrial and Commercial Bank of China Ltd., Luxembourg Branch",Financials,Luxembourg,12/10/2017,21-04-22,21-04-22,400,USD,1,12/10/2022,2.88,Green,0,100,0,0,0,0,0,Renewable Electricity and Heat Production,100,71,0,0,0,29,0,0,0,0,0,0,0,0,0,38,33,0,0,0,0,0,0,0,0,0,29,0,0,0,0,1066,NA,NA,NA,1066,NA,NA,NA,5824,6853,29120,34265,95,NA,NA,NA,-323,-129042,100%,-823,-329012,100%,Moderate,81,81,100%,100,100,100,100,100,http://v.icbc.com.cn/userfiles/Resources/ICBCLTD/download/2018/2017lvzhainiandubaogao_en.pdf; http://v.icbc.com.cn/userfiles/Resources/ICBCLTD/download/2021/2020GreenBondReport20211221.pdf
XS1955173981,1.13% SNR MTN 12/11/2029 SEK1000000'2043,NA,International Finance Corporation,Financials,United States,25-02-19,18-05-22,18-05-22,600,SEK,0.11,12/11/2029,1.13,Green,3,55,16,7,0,19,0,Others Green,100,33,0,0,0,0,0,15,0,0,0,0,51,0,0,8,15,0,0,0,0,3,0,15,0,0,0,0,0,0,0,312,7295,NA,NA,312,7295,NA,NA,1075,2564,10748,25645,92,9,NA,NA,-231,-15205,0%,-1044,-68823,100%,Low,NA,83,0%,83,100,100,33,100,https://www.ifc.org/wps/wcm/connect/35ddd86a-04a9-4596-b375-2ef3ee513185/IFC-GreenBondImpact-2019-FINAL_updated.pdf?MOD=AJPERES&CVID=nx64RoT
US461070AR57,SR DEB 3.500 Sep-30-2049,45163,Interstate Power and Light Company,Utilities,United States,19-09-19,24-05-22,24-05-22,300,USD,1,30-09-49,3.5,Green,0,0,0,100,0,0,0,Renewable Electricity and Heat Production,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24592, NA , NA , NA ,24592, NA , NA , NA ,7450,18703,223511,561097,32, NA , NA , NA ,-1225,-367539,100%,-1309,-392729,100%,Moderate,22,88,100%,75,100,0,100,100,https://www.alliantenergy.com/-/media/alliant/documents/cleanenergy/green-bonds/mgmtassertionforipleligiblegreenbondsmaturing2049.pdf?la=en&hash=CE647F1566B3B91A5B1C5D560E035F7F; https://www.alliantenergy.com/-/media/alliant/documents/cleanenergy/green-bonds/greenbondperformancedata.pdf?la=en&hash=9ECD2626450909A6DBEB6B595673BD83
XS1764081110,1.375% SNR NTS 02/02/2028 SEK10000,89834,KfW,Financials,Germany,2/2/2018,26-04-22,26-04-22,5000,SEK,0.11,2/2/2028,1.38,Green,0,0,97,0,0,0,3,Renewable Electricity and Heat Production,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,83,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6720,NA,NA,NA,6720,NA,NA,NA,15669,22512,156693,225116,57,NA,NA,NA,-431,-239026,100%,-904,-500792,100%,Moderate,38,85,100%,77,75,100,33,100,https://www.kfw.de/PDF/Investor-Relations/PFD-Dokumente-Green-Bonds/KfW-Green-Bond-Impact-Report-17-18.pdf; https://www.kfw.de/PDF/Investor-Relations/PDF-Dokumente-Green-Bonds/Impact-and-Allocation-Reporting/KfW-Green-Bonds-Allocation-Report-2021.pdf
US500769JG03,GLOBAL GTD NT 0.750 Sep-30-2030,89834,KfW,Financials,Germany,18-08-20,27-04-22,27-04-22,2000,USD,1,30-09-30,0.75,Green,0,0,100,0,0,0,0,Buildings,100,21,0,0,0,0,0,79,0,0,0,0,0,0,0,14,7,0,0,0,0,0,78,0,0,0,0,0,0,0,0,4237,785780,NA,NA,4237,785780,NA,NA,18274,100241,182744,1002414,70,6,NA,NA,-80,-160523,100%,-148,-296904,100%,Low,38,77,100%,77,75,100,33,100,https://www.kfw.de/PDF/Investor-Relations/PFD-Dokumente-Green-Bonds/KfW-Green-Bonds-Allocation-Report-2020.pdf; https://www.kfw.de/PDF/Investor-Relations/PDF-Dokumente-Green-Bonds/Impact-and-Allocation-Reporting/KfW-Green-Bonds-Allocation-Report-2021.pdf
XS2322827382,2.7% GTD SNR NTS 25/03/2024 CNY1000000,89834,KfW,Financials,Germany,25-03-21,27-04-22,27-04-22,1250,CNH,0.16,25-03-24,2.7,Green,0,0,100,0,0,0,0,Buildings,100,15,0,0,0,0,0,85,0,0,0,0,0,0,0,10,5,0,0,0,0,0,83,0,0,0,0,0,0,0,0,99,81981,NA,NA,99,81981,NA,NA,1736,10035,5209,30105,78,6,NA,NA,-65,-12666,100%,-90,-17549,100%,Low,38,76,100%,77,75,100,33,100,https://www.kfw.de/PDF/Investor-Relations/PDF-Dokumente-Green-Bonds/Impact-and-Allocation-Reporting/KfW-Green-Bonds-Allocation-Report-2021.pdf
US500769JL97,CAD$ GLOBAL GTD NT (GREEN BD) 0.750 Feb-19-2026,89834,KfW,Financials,Germany,11/2/2021,28-04-22,28-04-22,1000,CAD,0.8,19-02-26,0.75,Green,0,0,100,0,0,0,0,Buildings,100,15,0,0,0,0,0,85,0,0,0,0,0,0,0,10,5,0,0,0,0,0,83,0,0,0,0,0,0,0,0,666,336157,NA,NA,666,336157,NA,NA,7032,41022,35162,205110,78,6,NA,NA,-64,-51076,100%,-89,-70523,100%,Low,38,76,100%,77,75,100,33,100,https://www.kfw.de/PDF/Investor-Relations/PDF-Dokumente-Green-Bonds/Impact-and-Allocation-Reporting/KfW-Green-Bonds-Allocation-Report-2021.pdf
XS2331327564,0% GTD SNR NTS 15/06/2029 EUR1000 'REGS',89834,KfW,Financials,Germany,14-04-21,27-04-22,27-04-22,4000,EUR,1.15,15-06-29,0,Green,0,0,100,0,0,0,0,Buildings,100,15,0,0,0,0,0,85,0,0,0,0,0,0,0,10,5,0,0,0,0,0,83,0,0,0,0,0,0,0,0,6592,1941624,NA,NA,6592,1941624,NA,NA,42361,239439,338888,1915508,78,6,NA,NA,-68,-312164,100%,-95,-436000,100%,Low,38,76,100%,77,75,100,33,100,https://www.kfw.de/PDF/Investor-Relations/PDF-Dokumente-Green-Bonds/Impact-and-Allocation-Reporting/KfW-Green-Bonds-Allocation-Report-2021.pdf
US49427RAQ56,GTD SR NT 2.500 Nov-15-2032,50534,"Kilroy Realty, L.P.",Real Estate,United States,3/8/2020,2/5/2022,2/5/2022,425,USD,1,15-11-32,2.5,Green,0,0,0,100,0,0,0,Buildings,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,NA,57627,NA,NA,NA,57627,NA,NA,416,4791,4992,57497,NA,6,NA,NA,-3,-1181,100%,NA,NA,NA,Moderate,79,81,100%,76,100,100,33,71,https://kilroyrealty.com/wp-content/uploads/2022/04/kilroy-realty-corporation-sustainability-report-2020.pdf; https://www.climatebonds.net/files/files/Kilroy-2020-Green-Bond-pre-post-issuance-verification-PUBLIC.pdf; https://kilroyrealty.com/wp-content/uploads/2021/06/kilroy-realty-corporation-green-bond-framework.pdf; https://kilroyrealty.com/properties/100-hooper/; https://kilroyrealty.com/properties/on-vine/
DE000LB2V7C3,0.25% SNR NPF NTS 21/07/28 EUR100000'825,48355,Landesbank Baden-Württemberg,Financials,Germany,21-07-21,13-05-22,13-05-22,500,EUR,1.13,21-07-28,0.25,Green,0,0,47,30,0,0,23,Buildings,100,23,0,0,0,0,0,77,0,0,0,0,0,0,0,19,4,0,0,0,0,0,9,68,0,0,0,0,0,0,0,1334,136743,NA,NA,1334,136743,NA,NA,3955,15468,27688,108275,54,6,NA,NA,-183,-103799,100%,-130,-73645,100%,Moderate,50,84,100%,82,94,100,33,100,https://www.lbbw.de/konzern/disclaimer/disclaimer-green-bonds/lbbw_green_bond_allocation_and_impact_reporting_20211231_final_aejppd6opm_m.pdf; https://www.lbbw.de/konzern/disclaimer/disclaimer-green-bonds/lbbw_green_and_social_bonds_20211231_english_final_aejv3zdo6b_m.pdf; https://www.lbbw.de/konzern/disclaimer/disclaimer-green-bonds/carbon_trust_lbbw_greenbondimpactreporting_methodologyresults_feb22_final_aejppewdkm_m.pdf
DE000LB2CQX3,1.5% SNR NPF NTS 03/02/25 GBP100000'813',48355,Landesbank Baden-Württemberg,Financials,Germany,3/2/2020,13-05-22,13-05-22,500,GBP,1.33,3/2/2025,1.5,Green,0,0,47,30,0,0,23,Buildings,100,23,0,0,0,0,0,77,0,0,0,0,0,0,0,19,4,0,0,0,0,0,9,68,0,0,0,0,0,0,0,1134,162735, NA , NA ,1134,162735, NA , NA ,4707,18475,23536,92377,54,6, NA , NA ,-188,-124804,100%,-132,-87644,100%,Moderate,50,84,100%,82,94,100,33,100,https://www.lbbw.de/konzern/disclaimer/disclaimer-green-bonds/lbbw_green_bond_allocation_and_impact_reporting_20211231_final_aejppd6opm_m.pdf; https://www.lbbw.de/konzern/disclaimer/disclaimer-green-bonds/lbbw_green_and_social_bonds_20211231_english_final_aejv3zdo6b_m.pdf; https://www.lbbw.de/konzern/disclaimer/disclaimer-green-bonds/carbon_trust_lbbw_greenbondimpactreporting_methodologyresults_feb22_final_aejppewdkm_m.pdf
XS2359292955,0% GTD SNR EMTN 30/06/2031 EUR1000'1204',240019,Landwirtschaftliche Rentenbank,Financials,Germany,30-06-21,10/5/2022,10/5/2022,1000,EUR,1.14,30-06-31,0,Green,0,0,100,0,0,0,0,Renewable Electricity and Heat Production,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,74,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11609,NA,NA,NA,11609,NA,NA,NA,41716,39040,417161,390400,80,NA,NA,NA,-496,-563355,100%,-758,-860839,100%,Moderate,NA,84,100%,83,100,100,33,100,https://www.rentenbank.de/en/documents/Rentenbank-Green-Bond-Investor-Report-December-2021.pdf; https://www.rentenbank.de/en/documents/Impact-Analysis-by-ZSW-March-2022.pdf; https://www.rentenbank.de/en/documents/Green-Bond-Investor-Praesentation-01_04_2022.pdf
XS2384269101,0.25% SNR NTS 07/09/2026 EUR100000 '474',117120,LeasePlan Corporation N.V.,Financials,Netherlands,7/9/2021,11/5/2022,11/5/2022,1000,EUR,1.12,7/9/2026,0.25,Green,0,0,81,0,0,0,19,Transport,81,0,0,0,0,81,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27,-29964,100%,NA,NA,60,100%,92,66,100,100,100,https://www.leaseplan.com/corporate/~/media/Files/L/Leaseplan/documents/LeasePlan%20Green%20Bond%20Allocation%20Reporting%202021.pdf; https://www.leaseplan.com/corporate/~/media/Files/L/Leaseplan/documents/LeasePlan%20Green%20Finance%20Impact%20Report%202021.pdf; https://www.leaseplan.com/corporate/~/media/Files/L/Leaseplan/documents/LeasePlan%20Green%20Bond%20Impact%20Assessment%20Final%20Report.pdf; https://www.leaseplan.com/corporate/~/media/Files/L/Leaseplan/documents/LeasePlan%20Annual%20Review%202022.pdf
XS2305244241,0.25% SNR NTS 23/02/26 EUR1000'473''REGS,117120,LeasePlan Corporation N.V.,Financials,Netherlands,23-02-21,18-05-22,18-05-22,1000,EUR,1.15,23-02-26,0.25,Green,0,0,100,0,0,0,0,Transport,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-32,-37130,100%,NA,NA,66,100%,94,75,100,100,100,https://www.leaseplan.com/corporate/~/media/Files/L/Leaseplan/documents/LeasePlan%20Green%20Bond%20Allocation%20Reporting%202021.pdf; https://www.leaseplan.com/corporate/~/media/Files/L/Leaseplan/documents/LeasePlan%20Green%20Finance%20Impact%20Report%202021.pdf; https://www.leaseplan.com/corporate/~/media/Files/L/Leaseplan/documents/LeasePlan%20Green%20Bond%20Impact%20Assessment%20Final%20Report.pdf; https://www.leaseplan.com/corporate/~/media/Files/L/Leaseplan/documents/LeasePlan%20Annual%20Review%202022.pdf
XS2227196404,1% SNR EMTN 08/09/27 EUR100000'575''REGS,43375,Mediobanca Banca di Credito Finanziario S.p.A.,Financials,Italy,8/9/2020,19-05-22,19-05-22,500,EUR,1.17,8/9/2027,1,Green,0,0,100,0,0,0,0,Transport,100,31,0,0,0,40,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,NA,73223,NA,NA,NA,73223,NA,NA,536,5132,3755,35926,NA,5,NA,NA,-2,-1174,0%,-166,-96488,0%,Low,42,66,100%,94,75,100,100,100,https://www.mediobanca.com/static/upload_new/202/20210908---greenbond.pdf
XS2213668085,1.625% SNR NTS 19/08/2030 USD200000'104',43360,MTR Corporation Limited,Industrials,Hong Kong,19-08-20,16-05-22,16-05-22,1200,USD,1,19-08-30,1.63,Green,0,100,0,0,0,0,0,Transport,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,52894135,NA,NA,NA,52894135,NA,3,297,25,2974,NA,NA,0,NA,0,-97,0%,-11,-12932,100%,Moderate,82,80,100%,100,100,100,100,100,https://www.mtr.com.hk/sustainability/2020/en/pdf/MTR_Sustainable_Finance_Rpt_2020_EN.pdf
DE000MHB64E1,0.375% SNR NPF NTS 09/03/2029 EUR100000,228183,MÜNchener Hypothekenbank Eg,Financials,Germany,10/3/2021,20-05-22,23-05-22,500,EUR,1.15,9/3/2029,0.38,Green,0,0,100,0,0,0,0,Buildings,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,275790,NA,NA,NA,275790,NA,NA,2020,19243,16162,153946,NA,5,NA,NA,-8,-4394,100%,-3,-1750,100%,Low,55,75,100%,77,75,100,33,100,https://www.muenchenerhyp.de/sites/default/files/downloads/2022-04/20220425_Nichtfinanzielle%20Erkl%C3%A4rung_NFE%202021%20EN.pdf; https://www.muenchenerhyp.de/sites/default/files/downloads/2021-08/20210823%20MHyp%20HJFB%202021%20EN.pdf
XS2337604479,2.25% GTD SNR NTS 30/10/26 EUR1000'REGS',185930,Mytilineos S.A.,Industrials,Greece,28-04-21,6/5/2022,6/5/2022,500,EUR,1.15,30-10-26,2.25,No sufficient information,0,0,0,0,0,0,100,Undisclosed/Not disbursed proceeds,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,36,100%,57,0,100,100,29,https://www.mytilineos.gr/media/z0boeiaw/green-press-release-pricing-f_en.pdf; https://www.mytilineos.gr/media/ybdf3ubx/myt_green-bond-framework_v3.pdf; https://www.mytilineos.gr/media/2ncl24zk/mytilineos-final-spo_.pdf
XS2237982769,2.75%-FRN SNR MTN 08/10/2026 EUR1000'10',43349,National Bank of Greece S.A.,Financials,Greece,8/10/2020,23-05-22,23-05-22,500,EUR,1.16,8/10/2026,2.75,Green,0,0,70,0,0,0,30,Renewable Electricity and Heat Production,70,70,0,0,0,0,0,0,0,0,0,0,0,30,0,57,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6936,NA,NA,NA,6936,NA,NA,NA,42395,41586,254372,249515,74,NA,NA,NA,-1015,-591439,100%,-1963,-1143215,100%,Moderate,40,71,100%,72,53,100,33,100,https://www.nbg.gr/-/jssmedia/Files/Group/enhmerwsh-ependutwn/NBG-GREEN-BOND-Impact-Report-2022.pdf?rev=ccb31467e79c465b99a8f6a80cef9b8e
XS1953035844,2.75% SNR NTS 20/02/24 USD200000'2104711,NA,Nederlandse Financierings-Maatschappij voor Ontwikkelingslanden N.V.,Financials,Netherlands,20-02-19,12/5/2022,12/5/2022,500,USD,1,20-02-24,2.75,Green,0,0,0,0,0,0,100,Others Green,100,42,0,0,0,0,0,0,10,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-163,-81449,0%,NA,NA,64,0%,94,75,100,100,100,https://www.fmo.nl/l/library/download/urn:uuid:9fbe2ca6-bd05-49a5-91fb-e693a86fe02a/fmo_sb+newsletter+nr13.pdf; https://www.fmo.nl/l/library/download/urn:uuid:f85dcab6-0e1d-46a4-8930-329a0c9d5062/final_terms_-_february_2019_-_executed_usd+green+bond.pdf?format=save_to_disk&ext=.pdf
XS2334267098,0.5% SNR BDS 26/04/2051 EUR100000 '1565',234784,Nederlandse Waterschapsbank N.V.,Financials,Netherlands,26-04-21,18-05-22,18-05-22,500,EUR,1.15,26-04-51,0.5,Green,0,0,100,0,0,0,0,Water,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA ,NA,NA,NA,NA,NA,NA,NA,34,39,100%,53,50,100,33,29,https://nwbbank.com/download_file/876/540; https://nwbbank.com/download_file/891/551; https://nwbbank.com/download_file/272/529; https://nwbbank.com/download_file/273/529
AU3SG0002348,1.25% GTD SNR NTS 20/11/30 AUD1000'REGS',NA,New South Wales Treasury Corporation,Sovereign,Australia,27-10-20,6/5/2022,6/5/2022,1300,AUD,0.74,20-11-30,1.25,Green,0,0,0,0,100,0,0,Transport,100,0,0,0,0,92,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-20,-18970,100%,NA,NA,83,100%,100,100,100,100,100,https://www.tcorp.nsw.gov.au/resource/NSW_Sustainability_Bond_Programme_Annual_Report_2021.pdf; https://www.tcorp.nsw.gov.au/resource/NSWTC%20Nov%202030%20Green%20Bond%20Final%20Term%20Sheet%2020%20Oct%202020.pdf
AU3SG0001878,3% GTD SNR BDS 15/11/2028 AUD500000'REGS,NA,New South Wales Treasury Corporation,Sovereign,Australia,15-11-18,20-05-22,20-05-22,1800,AUD,0.71,15-11-28,3,Green,0,0,0,0,100,0,0,Transport,100,0,0,0,0,95,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-17,-22358,100%,NA,NA,82,100%,100,100,100,100,100,https://www.tcorp.nsw.gov.au/resource/TCORP-Sustainability-Bond-Programme-Annual-Report-2019-Secured.pdf
XS2323295563,0.046% SNR NTS 30/03/2026 EUR100000'REGS,47185,Nidec Corporation,Industrials,Japan,30-03-21,18-05-22,18-05-22,500,EUR,1.15,30-03-26,0.05,Green,0,0,0,0,0,0,100,Undisclosed/Not disbursed proceeds,8,0,0,0,0,8,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-23,-13203,0%,NA,68,38,100%,66,29,100,33,100,https://www.nidec.com/en/sustainability/environment/greenbond/-/media/www-nidec-com/sustainability/environment/greenbond/img/202111_EURO-GreenBondReporting_en.pdf; https://mstar-sustops-cdn-mainwebsite-s3.s3.amazonaws.com/docs/default-source/spos/nidec-corporation-green-bonds-2019-and-2021-annual-review-(2021).pdf?sfvrsn=4a6c5ddb_1; https://www.nidec.com/en/sustainability/environment/greenbond/-/media/www-nidec-com/ir/news/2021/0325-01/210325-01e.pdf; https://www.nidec.com/en/sustainability/environment/greenbond/-/media/www-nidec-com/sustainability/environment/greenbond/img/Nidec%20Corporation%20Green%20Bond%20Framework_en.pdf
XS1431730388,0.125% SNR NTS 10/06/2024 EUR1000 '937',238471,Nordic Investment Bank,Financials,Finland,10/6/2016,28-04-22,28-04-22,500,EUR,1.14,10/6/2024,0.13,Green,0,0,100,0,0,0,0,Water,100,11,0,0,0,21,48,19,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,15,0,0,6,15,0,0,0,6418,66408,NA,NA,6418,66408,NA,NA,1183,179592,9466,1436735,1527,5,NA,NA,-262,-149564,0%,-90,-51362,0%,Low,NA,83,100%,83,100,100,33,100,https://www.nib.int/files/4b92803074f13bbaae55d356743fb5980d292070/6195-nib-environmental-bond-report-2016.pdf; https://www.nib.int/investors/environmental-bonds/neb-financed-projects?year=2016; https://www.nib.int/files/f5bde5526b8d812aead65dd8e3e182d55d347842/10460-neb-framework-oct-2019.pdf; https://www.nib.int/files/7c61a5e9648c9b1fa22839683581ee5439c0bc1b/10816-neb-impact-table-transmission2c-distribution-and-storage-2011-2020.pdf;  https://www.nib.int/files/b83a559c35acb3798d63c2f569651d664a1288c5/10814-neb-impact-table-clean-transport-solutions-2011-2020.pdf; https://www.nib.int/files/5d8eb283714434a2066a6a38eb8c325612ae3fb1/10812-neb-impact-table-resources-and-waste-management-2011-2020.pdf; https://www.nib.int/files/b6fe505eb00bfb5340d6a61141d5822a6a428537/10813-neb-impact-table-green-buildings-2011-2020.pdf; https://www.nib.int/files/7633abc6b66b17d667ce3cdf9de83826adfdcf18/10815-neb-impact-table-renewable-energy-generation-2011-2020.pdf
XS2326493728,3.375% GTD SNR NTS 15/04/2029 EUR100000,47463,Novelis Sheet Ingot GmbH,Materials,Germany,31-03-21,26-04-22,26-04-22,500,EUR,1.15,15-04-29,3.38,Green,0,0,0,0,0,0,100,Undisclosed/Not disbursed proceeds,100,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,36,100%,70,50,100,100,29,https://www.novelis.com/wp-content/uploads/2021/07/Novelis-Green-Bond-Framework_2021_Final.pdf; https://investors.novelis.com/2021-03-31-Novelis-Announces-Closing-of-EUR500-Million-Senior-Green-Notes-Offering
